Inserted_Datetime,Rejected_Reason,Raw_Data
2026-03-09 21:48:43,"PROCESSING_ERROR: BCP failed (exit code 1)\nCommand: bcp ODS.Brands in C:\Users\Emilio\SISRI\temp\Brands_Brands_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\Users\Emilio\SISRI\config\format\sources\brand","{""error"": ""BCP failed (exit code 1)\nCommand: bcp ODS.Brands in C:\\Users\\Emilio\\SISRI\\temp\\Brands_Brands_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\\Users\\Emilio\\SISRI\\config\\format\\sources\\brands.fmt -r \\r\\n -e logs\\bcp_errors_20260309_214843.log\nStdout: SQLState = HY000, NativeError = 0\nError = [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Syntax error at line 2 column 0 in xml format file.\nStderr: <empty>\nError log: logs\\bcp_errors_20260309_214843.log"", ""traceback"": ""Traceback (most recent call last):\n  File \""C:\\Users\\Emilio\\SISRI\\src\\utils\\db.py\"", line 61, in upload_via_bcp\n    result = subprocess.run(\n             ^^^^^^^^^^^^^^^\n  File \""C:\\Users\\Emilio\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\subprocess.py\"", line 571, in run\n    raise CalledProcessError(retcode, process.args,\nsubprocess.CalledProcessError: Command '['bcp', 'ODS.Brands', 'in', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\temp\\\\Brands_Brands_cleaned.txt', '-S', 'Emilio', '-d', 'SISRI', '-U', 'etl_user', '-P', 'supersecret123', '-F', '1', '-f', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\config\\\\format\\\\sources\\\\brands.fmt', '-r', '\\\\r\\\\n', '-e', 'logs\\\\bcp_errors_20260309_214843.log']' returned non-zero exit status 1.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File \""C:\\Users\\Emilio\\SISRI\\src\\staging\\source_import.py\"", line 145, in process_source\n    upload_via_bcp(temp_flat, f\""ODS.{source_name}\"", get_db_config(), str(fmt_path), 1)\n  File \""C:\\Users\\Emilio\\SISRI\\src\\utils\\db.py\"", line 101, in upload_via_bcp\n    raise RuntimeError(error_msg)\nRuntimeError: BCP failed (exit code 1)\nCommand: bcp ODS.Brands in C:\\Users\\Emilio\\SISRI\\temp\\Brands_Brands_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\\Users\\Emilio\\SISRI\\config\\format\\sources\\brands.fmt -r \\r\\n -e logs\\bcp_errors_20260309_214843.log\nStdout: SQLState = HY000, NativeError = 0\nError = [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Syntax error at line 2 column 0 in xml format file.\nStderr: <empty>\nError log: logs\\bcp_errors_20260309_214843.log\n"", ""file_name"": ""Brands.xlsx""}"
