Inserted_Datetime,Rejected_Reason,Raw_Data
2026-03-06 11:03:15,"PROCESSING_ERROR: BCP failed (exit code 1)\nCommand: bcp ODS.Source_File_Mapping in C:\Users\Emilio\SISRI\temp\Source_File_Mapping_etl_config_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\Users\Emilio\SIS","{""error"": ""BCP failed (exit code 1)\nCommand: bcp ODS.Source_File_Mapping in C:\\Users\\Emilio\\SISRI\\temp\\Source_File_Mapping_etl_config_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\\Users\\Emilio\\SISRI\\config\\format\\sources\\source_file_mapping.fmt -r \\r\\n -e C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110315.log\nStdout: SQLState = S0002, NativeError = 208\nError = [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'ODS.Source_File_Mapping'.\nSQLState = 37000, NativeError = 11529\nError = [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]The metadata could not be determined because every code path results in an error; see previous errors for some of these.\nStderr: <empty>\nError log: C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110315.log"", ""traceback"": ""Traceback (most recent call last):\n  File \""C:\\Users\\Emilio\\SISRI\\src\\utils\\db.py\"", line 61, in upload_via_bcp\n    result = subprocess.run(\n             ^^^^^^^^^^^^^^^\n  File \""C:\\Users\\Emilio\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\subprocess.py\"", line 571, in run\n    raise CalledProcessError(retcode, process.args,\nsubprocess.CalledProcessError: Command '['bcp', 'ODS.Source_File_Mapping', 'in', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\temp\\\\Source_File_Mapping_etl_config_cleaned.txt', '-S', 'Emilio', '-d', 'SISRI', '-U', 'etl_user', '-P', 'supersecret123', '-F', '1', '-f', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\config\\\\format\\\\sources\\\\source_file_mapping.fmt', '-r', '\\\\r\\\\n', '-e', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\logs\\\\bcp_errors_20260306_110315.log']' returned non-zero exit status 1.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File \""C:\\Users\\Emilio\\SISRI\\src\\staging\\source_import.py\"", line 192, in process_source\n    upload_via_bcp(temp_flat, f\""ODS.{source_name}\"", get_db_config(), str(fmt_path), 1)\n  File \""C:\\Users\\Emilio\\SISRI\\src\\utils\\db.py\"", line 101, in upload_via_bcp\n    raise RuntimeError(error_msg)\nRuntimeError: BCP failed (exit code 1)\nCommand: bcp ODS.Source_File_Mapping in C:\\Users\\Emilio\\SISRI\\temp\\Source_File_Mapping_etl_config_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\\Users\\Emilio\\SISRI\\config\\format\\sources\\source_file_mapping.fmt -r \\r\\n -e C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110315.log\nStdout: SQLState = S0002, NativeError = 208\nError = [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'ODS.Source_File_Mapping'.\nSQLState = 37000, NativeError = 11529\nError = [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]The metadata could not be determined because every code path results in an error; see previous errors for some of these.\nStderr: <empty>\nError log: C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110315.log\n"", ""file_name"": ""etl_config.xlsx""}"
