Inserted_Datetime,Rejected_Reason,Raw_Data
2026-03-06 11:03:16,"PROCESSING_ERROR: BCP failed (exit code 1)\nCommand: bcp ODS.Wholesalers in C:\Users\Emilio\SISRI\temp\Wholesalers_Wholesalers_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\Users\Emilio\SISRI\config\forma","{""error"": ""BCP failed (exit code 1)\nCommand: bcp ODS.Wholesalers in C:\\Users\\Emilio\\SISRI\\temp\\Wholesalers_Wholesalers_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\\Users\\Emilio\\SISRI\\config\\format\\sources\\wholesalers.fmt -r \\r\\n -e C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110316.log\nStdout: SQLState = S1000, NativeError = 0\nError = [Microsoft][ODBC Driver 17 for SQL Server]I/O error while reading BCP format file\nStderr: <empty>\nError log: C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110316.log"", ""traceback"": ""Traceback (most recent call last):\n  File \""C:\\Users\\Emilio\\SISRI\\src\\utils\\db.py\"", line 61, in upload_via_bcp\n    result = subprocess.run(\n             ^^^^^^^^^^^^^^^\n  File \""C:\\Users\\Emilio\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\subprocess.py\"", line 571, in run\n    raise CalledProcessError(retcode, process.args,\nsubprocess.CalledProcessError: Command '['bcp', 'ODS.Wholesalers', 'in', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\temp\\\\Wholesalers_Wholesalers_cleaned.txt', '-S', 'Emilio', '-d', 'SISRI', '-U', 'etl_user', '-P', 'supersecret123', '-F', '1', '-f', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\config\\\\format\\\\sources\\\\wholesalers.fmt', '-r', '\\\\r\\\\n', '-e', 'C:\\\\Users\\\\Emilio\\\\SISRI\\\\logs\\\\bcp_errors_20260306_110316.log']' returned non-zero exit status 1.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File \""C:\\Users\\Emilio\\SISRI\\src\\staging\\source_import.py\"", line 192, in process_source\n    upload_via_bcp(temp_flat, f\""ODS.{source_name}\"", get_db_config(), str(fmt_path), 1)\n  File \""C:\\Users\\Emilio\\SISRI\\src\\utils\\db.py\"", line 101, in upload_via_bcp\n    raise RuntimeError(error_msg)\nRuntimeError: BCP failed (exit code 1)\nCommand: bcp ODS.Wholesalers in C:\\Users\\Emilio\\SISRI\\temp\\Wholesalers_Wholesalers_cleaned.txt -S Emilio -d SISRI -U etl_user -P *** -F 1 -f C:\\Users\\Emilio\\SISRI\\config\\format\\sources\\wholesalers.fmt -r \\r\\n -e C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110316.log\nStdout: SQLState = S1000, NativeError = 0\nError = [Microsoft][ODBC Driver 17 for SQL Server]I/O error while reading BCP format file\nStderr: <empty>\nError log: C:\\Users\\Emilio\\SISRI\\logs\\bcp_errors_20260306_110316.log\n"", ""file_name"": ""Wholesalers.xlsx""}"
